,Unnamed: 0,id,stop_name,description,longitude,latitude,address,at_street,on_street,municipality,location_type,has_wheelchair_boarding,vehicle_type,neighborhood
4540,4540,8949,Dedham Pkwy opp Georgetowne Dr,,-71.143062,42.255436,,Georgetowne Drive,Dedham Parkway,Boston,0,1,3.0,Hyde Park
4542,4542,70155,Copley,"Copley - Green Line - Kenmore & West, (E) Heath Street",-71.077376,42.350126,,,,Boston,0,1,0.0,Back Bay
4544,4544,70052,Orient Heights,Orient Heights - Blue Line - Wonderland,-71.004767,42.386842,,,,Boston,0,1,1.0,East Boston
4546,4546,DB-2249-02,Four Corners/Geneva,Four Corners/Geneva - Commuter Rail - Track 2 (South Station),-71.076096,42.305692,,,,Boston,0,1,2.0,Dorchester
4547,4547,node-823-platform,Park Street,Park Street - Top of elevator between Copley & West platform and passageway to Government Center & North,,,,,,Boston,3,1,,
4555,4555,70127,Allston Street,Allston Street - Green Line - (B) Boston College,-71.137362,42.348546,,,,Boston,0,2,0.0,Allston
4556,4556,1741,Seaver St @ Humboldt Ave,,-71.091897,42.309876,,Humboldt Avenue,Seaver Street,Boston,0,1,3.0,Roxbury
4557,4557,2804,Metropolitan Ave @ Highfield Rd,,-71.127459,42.277545,,Highfield Road,Metropolitan Avenue,Boston,0,1,3.0,Roslindale
4568,4568,node-968-lobby,Ashmont,Ashmont - Top of elevator from Peabody Square to Alewife platform,-71.063875,42.284995,,,,Boston,3,1,,Dorchester
4571,4571,door-brdwy-traveler,Broadway - Traveler St,Broadway - Traveler St,-71.057389,42.342962,,,,Boston,2,2,,South Boston
4577,4577,263,E 8th St @ I St,,-71.039961,42.331328,,I Street,East Eighth Street,Boston,0,1,3.0,South Boston
4584,4584,1731,Blue Hill Ave @ Morton St,,-71.091264,42.284302,,Morton Street,Blue Hill Avenue,Boston,0,1,3.0,Dorchester
4587,4587,6466,Hyde Park Ave @ Clay Street,,-71.123529,42.257978,,Clay Street,Hyde Park Avenue,Boston,0,1,3.0,Hyde Park
4590,4590,979,Tremont St @ Washington St,,-71.168636,42.350609,,Washington Street,Tremont Street,Boston,0,1,3.0,Brighton
4593,4593,node-rugg-olnstairs-lobby,Ruggles,Ruggles - Top of Orange Line north platform stairs,,,,,,Boston,3,1,,
4597,4597,node-aqucl-nstatestairs-landing,Aquarium,Aquarium - Landing for stairs for State Stree north,,,,,,Boston,3,1,,
4599,4599,2924,Columbia Rd @ Seaver St,,-71.082124,42.304183,,Seaver Street,Columbia Road,Boston,0,1,3.0,Dorchester
4600,4600,node-969-platform,Ashmont,"Ashmont - Bottom of elevator from Mattapan Line, busway to Alewife platform",-71.063422,42.284205,,,,Boston,3,1,,Dorchester
4601,4601,place-ccmnl,Community College,,-71.069533,42.373622,"Austin St and Rutherford Ave, Charlestown, MA",,,Boston,1,1,,Charlestown
4602,4602,node-315-platform,Hynes Convention Center,Hynes Convention Center - Bottom of Escalator 315,,,,,,Boston,3,1,,
4606,4606,node-forhl-crstairs-lobby,Forest Hills,Forest Hills - Top of Commuter Rail stairs,-71.113842,42.300807,,,,Boston,3,1,,Jamaica Plain
4607,4607,625,Washington St @ W Boundary Rd,,-71.149908,42.267639,,West Boundary Road,Washington Street,Boston,0,1,3.0,Hyde Park
4609,4609,340,Dorchester Ave @ Centre St,,-71.06205,42.293551,,Centre Street,Dorchester Avenue,Boston,0,1,3.0,Dorchester
4615,4615,5225,1200 Centre St opp VFW Pkwy,,-71.13231,42.296951,,,Centre Street,Boston,0,1,3.0,Roslindale
4616,4616,1789,Washington St @ Mystic St,,-71.071195,42.340389,,,Washington Street,Boston,0,1,3.0,South End
4617,4617,22821,1587 Hyde Park Ave,,-71.129662,42.244494,,Reservation Road,Hyde Park Avenue,Boston,0,1,3.0,Hyde Park
4618,4618,node-aqucl-atlanticstairs-lobby,Aquarium,Aquarium - Bottom of stairs for Atlantic Avenue,,,,,,Boston,3,1,,
4623,4623,386,Warren St @ Sunderland St,,-71.083162,42.310509,,Crawford Street,Warren Street,Boston,0,1,3.0,Roxbury
4625,4625,node-403-lobby,World Trade Center,World Trade Center - Top of inbound platform escalator,,,,,,Boston,3,1,,
4630,4630,door-butlr-bearse,"Butler - Bearse Ave, Butler St","Butler - Bearse Ave, Butler St",-71.062677,42.272115,,,,Boston,2,1,,Dorchester
4631,4631,2793,544 Poplar St,,-71.131665,42.272166,,Deforest Street,Poplar Street,Boston,0,1,3.0,Hyde Park
4632,4632,5229,Centre St opp Rambler Rd,,-71.124579,42.304521,,,Centre Street,Boston,0,1,3.0,Jamaica Plain
4633,4633,node-924-platform,Aquarium,Aquarium - Bottom of elevator between Wonderland platform and Atlantic Avenue,,,,,,Boston,3,1,,
4636,4636,node-state-milkmidstairs-landing,State,State - Top of stairs from escalator to Milk Street,,,,,,Boston,3,1,,
4639,4639,410,Warren St @ Waumbeck St,,-71.083653,42.313262,,Elm Hill Avenue,Warren Street,Boston,0,1,3.0,Roxbury
4646,4646,node-bbsta-13clarexit-farepaid,Back Bay,Back Bay - Station side of exit-only gate,,,,,,Boston,3,1,,
4647,4647,11242,South Bay Mall opp Bed Bath & Beyond,,-71.061951,42.327145,,,,Boston,0,1,3.0,Dorchester
4648,4648,DB-2230,Morton Street,Morton Street - Commuter Rail,-71.085475,42.280994,,,,Boston,0,1,2.0,Dorchester
4652,4652,70206,North Station,North Station - Green Line - Copley & West,-71.060205,42.36528,,,,Boston,0,1,0.0,West End
4653,4653,door-sstat-atlantic,South Station - Atlantic Ave,South Station - Atlantic Ave,-71.055716,42.351551,,,,Boston,2,1,,Downtown
4656,4656,node-crtst-northentstair-lobby,Courthouse,Courthouse - Bottom of stairs between Fan Pier Boulevard and lobby,,,,,,Boston,3,1,,
4661,4661,node-937-platform,Courthouse,Courthouse - Bottom of elevator between South Station platform and lobby,,,,,,Boston,3,1,,
4664,4664,776,Spring St @ Cypress St,,-71.168752,42.274534,,Moville Street,Spring Street,Boston,0,1,3.0,West Roxbury
4665,4665,1519,Brookline Ave @ Fullerton St,,-71.100993,42.34496,,Fullerton Street,Brookline Avenue,Boston,0,1,3.0,Fenway
4668,4668,609,Washington St @ Lagrange St,,-71.143932,42.272872,,La Grange Street,Washington Street,Boston,0,1,3.0,West Roxbury
4669,4669,node-boyls-in-fareunpaid,Boylston,Boylston - Unpaid side of fare gates,,,,,,Boston,3,1,,
4671,4671,node-bbsta-olestairs-platform,Back Bay,Back Bay - Bottom of Orange Line platform east stairs,,,,,,Boston,3,1,,
4673,4673,787,Belgrade Ave @ West Roxbury Pkwy,,-71.147524,42.285932,,West Roxbury Parkway,Belgrade Avenue,Boston,0,1,3.0,Roslindale
4677,4677,134,Massachusetts Ave @ Columbia Rd,,-71.061612,42.320516,,Boston Street,Massachusetts Avenue,Boston,0,1,3.0,Dorchester
4683,4683,5873,Bennington St @ Harmony St,,-71.020354,42.381827,,Curtis Street,Bennington Street,Boston,0,1,3.0,East Boston
4684,4684,node-430-landing,Kenmore,Kenmore - Bottom of busway escalator,,,,,,Boston,3,1,,
4687,4687,place-wtcst,World Trade Center,,-71.04246,42.34863,"Congress St and World Trade Center Ave, Boston, MA",,,Boston,1,1,,South Boston Waterfront
4693,4693,846,Lagrange St @ Westmount Ave,,-71.160733,42.282552,,Westmount Avenue,La Grange Street,Boston,0,1,3.0,West Roxbury
4704,4704,node-haecl-congfarepaid,Haymarket,Haymarket - Paid side of Congress Street fare gates,,,,,,Boston,3,1,,
4705,4705,1246,Tremont St @ Union Pk,,-71.072264,42.343673,,Union Park,Tremont Street,Boston,0,1,3.0,South End
4706,4706,49003,Washington St @ Herald St,Washington St @ Herald St - Silver Line - Nubian,-71.064695,42.346457,"Washington St and Herald St, Boston, MA",Herald Street,Washington Street,Boston,0,1,3.0,South End
4708,4708,node-440-bridge,Orient Heights,Orient Heights - Top of Escalator 440,-71.00486,42.38696,,,,Boston,3,1,,East Boston
4709,4709,2835,Warren St @ Winthrop St,,-71.061511,42.373614,,Winthrop Street,Warren Street,Boston,0,1,3.0,Charlestown
4714,4714,node-ccmnl-stairs-platform,Community College,Community College - Bottom of stairs,,,,,,Boston,3,1,,
4716,4716,158,442 W Broadway,,-71.046724,42.336218,,F Street,West Broadway,Boston,0,1,3.0,South Boston
4718,4718,880,L St @ E 2nd St,,-71.035546,42.337375,,East Second Street,Summer Street,Boston,0,1,3.0,South Boston
4721,4721,NEC-2287-04,South Station,South Station - Commuter Rail - Track 4,-71.055396,42.35122,,,,Boston,0,1,2.0,Downtown
4722,4722,441,Norfolk St @ Willowwood St,,-71.085274,42.282708,,Hannon Street,Norfolk Street,Boston,0,1,3.0,Dorchester
4724,4724,5859,Sumner St @ Webster St,,-71.030841,42.364964,,Webster Street,Sumner Street,Boston,0,1,3.0,East Boston
4725,4725,4374,Washington St @ Lithgow St,,-71.071218,42.289287,,Lithgow Street,Washington Street,Boston,0,1,3.0,Dorchester
4726,4726,place-aqucl,Aquarium,,-71.051652,42.359784,"Atlantic Ave and State St, Boston, MA 02120",,,Boston,1,1,,Downtown
4728,4728,2779,Cambridge St @ Carter St,,-71.078998,42.382304,,Carter Street,Cambridge Street,Boston,0,1,3.0,Charlestown
4729,4729,node-724-lobby,Forest Hills,"Forest Hills - Bottom of Orange Line elevator for Arborway, Southwest Corridor Park",-71.113503,42.301657,,,,Boston,3,1,,Jamaica Plain
4735,4735,node-966-lobby,Maverick,Maverick - Bottom of elevator between Lewis Mall and lobby,-71.040365,42.3681,,,,Boston,3,1,,East Boston
4736,4736,560,Geneva Ave @ Holiday St,,-71.069383,42.302248,,Holiday Street,Geneva Avenue,Boston,0,1,3.0,Dorchester
4737,4737,10005,Albany St opp E Concord St,,-71.07128,42.335017,,,Albany Street,Boston,0,1,3.0,South End
4738,4738,node-bomnl-lobstair-entrance,Bowdoin,Bowdoin - Top of stairs between entrance and lobby,,,,,,Boston,3,1,,
4739,4739,node-501-nbplatform,State,"State - Bottom of escalator from Oak Grove platform to Wonderland platform, State St, Devonshire St",,,,,,Boston,3,1,,
4740,4740,458,Washington St @ Melville Ave,,-71.071811,42.293626,,Wheatland Avenue,Washington Street,Boston,0,1,3.0,Dorchester
4743,4743,place-conrd,Silver Line Way,,-71.038385,42.347154,,,,Boston,1,1,,South Boston Waterfront
4745,4745,282,E 8th St @ G St,,-71.044314,42.331329,,G Street,East Eighth Street,Boston,0,1,3.0,South Boston
4749,4749,70128,Griggs Street,Griggs Street - Green Line - Park Street & North,-71.1345,42.348747,,,,Boston,0,2,0.0,Allston
4751,4751,node-sstat-411stair-sl,South Station,South Station - Bottom of stairs for SL1/SL2/SL3 platform,,,,,,Boston,3,1,,
4753,4753,5226,Centre St @ Walter St,,-71.130466,42.29768,,Walter Street,Centre Street,Boston,0,0,3.0,Roslindale
4755,4755,70018,Chinatown,Chinatown - Orange Line - Forest Hills,-71.062752,42.352547,,,,Boston,0,1,1.0,Downtown
4756,4756,place-prmnl,Prudential,,-71.081696,42.34557,"Huntington Ave and Belvidere St, Boston, MA 02199",,,Boston,1,1,,Back Bay
4758,4758,node-haecl-congfhstair-lobby,Haymarket,Haymarket - Top of stairs between lobby and Forest Hills mezzanine,,,,,,Boston,3,1,,
4760,4760,door-aqucl-atlanticelev,Aquarium - Waterfront and New England Aquarium,Aquarium - Waterfront and New England Aquarium,-71.051243,42.359861,,,,Boston,2,1,,Downtown
4762,4762,6428,Cummins Hwy @ Washington St,,-71.128092,42.286327,,Washington Street,Cummins Highway,Boston,0,1,3.0,Roslindale
4763,4763,5872,Bennington St @ Swift St,,-71.021944,42.381186,,Swift Street,Bennington Street,Boston,0,1,3.0,East Boston
4765,4765,node-masta-unpstair-lobby,Massachusetts Avenue,Massachusetts Avenue - Bottom of stairs from main entrance,-71.083527,42.341489,,,,Boston,3,1,,Fenway
4768,4768,789,Belgrade Ave @ Rexhame St,,-71.143322,42.286017,,Rexhame Street,Belgrade Avenue,Boston,0,1,3.0,Roslindale
4769,4769,70148,Blandford Street,Blandford Street - Green Line - Park Street & North,-71.099821,42.349165,,,,Boston,0,2,0.0,Fenway
4773,4773,door-forhl-south,"Forest Hills - Arborway, Southwest Corridor Park","Forest Hills - Arborway, Southwest Corridor Park",-71.113534,42.30183,,,,Boston,2,1,,Jamaica Plain
4775,4775,6508,Hyde Park Ave opp Webster St,,-71.123477,42.258967,,Webster Street,Hyde Park Avenue,Boston,0,1,3.0,Hyde Park
4777,4777,1805,Brookline Ave opp Short St,,-71.105523,42.340438,,,Brookline Avenue,Boston,0,1,3.0,Longwood
4778,4778,node-bbsta-upper-fareunpaid,Back Bay,Back Bay - Unpaid side of fare gates,,,,,,Boston,3,1,,
4782,4782,node-135-busway,Ruggles,Ruggles - Bottom of Lower Busway Lane 2 escalator,,,,,,Boston,3,1,,
4785,4785,70261,Ashmont,Ashmont - Mattapan Trolley,-71.063191,42.283768,,,,Boston,0,1,0.0,Dorchester
4786,4786,node-pktrm-cpwbstairs-gl,Park Street,Park Street - Top of stairs between Red Line center platform and Copley & West platform,,,,,,Boston,3,1,,
4787,4787,49,Dorchester St @ W 8th St,,-71.051028,42.332952,,East Eighth Street,Dorchester Street,Boston,0,1,3.0,South Boston
4790,4790,node-890-unpaidbridge,Wood Island,Wood Island - Top of Elevator 890 (outside fare control),-71.022854,42.379529,,,,Boston,3,1,,East Boston
4791,4791,1889,650 VFW Pkwy,,-71.158588,42.295163,,Independence Drive,Veterans Of Foreign Wars Parkway,Boston,0,1,3.0,West Roxbury
4793,4793,node-963-lobby,Arlington,Arlington - Top of eastbound elevator,,,,,,Boston,3,1,,
4794,4794,NEC-2287,South Station,South Station - Commuter Rail,-71.055417,42.35141,,,,Boston,0,1,2.0,Downtown
4798,4798,node-998-rl,Downtown Crossing,Downtown Crossing - Bottom of elevator between Alewife platform and Oak Grove platform,,,,,,Boston,3,1,,
4799,4799,36459,Cummins Hwy @ Hallowell St,,-71.101593,42.270744,,Hallowell Street,Cummins Highway,Boston,0,1,3.0,Mattapan
4802,4802,node-712-bridge,Orient Heights,Orient Heights - Top of Elevator 712,-71.004863,42.386992,,,,Boston,3,1,,East Boston
4803,4803,node-masta-852-lobby,Massachusetts Avenue,Massachusetts Avenue - Top of Elevator 852,-71.083634,42.341345,,,,Boston,3,1,,Fenway
4804,4804,node-417-lobby,Courthouse,Courthouse - Top of escalator from outbound platform to exit-only gates,,,,,,Boston,3,1,,
4808,4808,1839,VFW Pkwy @ Corey St,,-71.16257,42.293545,,Corey Street,Veterans Of Foreign Wars Parkway,Boston,0,1,3.0,West Roxbury
4811,4811,1090,Chestnut Hill Ave @ Commonwealth Ave,,-71.153702,42.33833,,Commonwealth Avenue,Chestnut Hill Avenue,Boston,0,1,3.0,Brighton
4812,4812,node-fenwy-stairs-platform,Fenway,Fenway - Bottom of stairs for Park Drive,-71.104235,42.34534,,,,Boston,3,1,,Fenway
4813,4813,16364,River St @ Holmfield Ave,,-71.100859,42.264078,,Alpine Street,River Street,Boston,0,1,3.0,Hyde Park
4817,4817,5098,Washington St @ E Berkeley St,Washington St @ E Berkeley St - Silver Line - Nubian,-71.066256,42.343739,"Washington St and E Berkeley St, Boston, MA",East Berkeley Street,Washington Street,Boston,0,1,3.0,South End
4826,4826,node-jfk-mainfareunpaid,JFK/UMass,JFK/UMass - Unpaid side of fare gates,-71.052351,42.320665,,,,Boston,3,1,,Dorchester
4827,4827,70186,Fenway,Fenway - Green Line - Park Street & North,-71.104269,42.345328,,,,Boston,0,1,0.0,Fenway
4830,4830,node-state-olnbplatformstairsmain-nbplatform,State,"State - Bottom of stairs between Oak Grove platform and Wonderland platform, State St, Devonshire St",,,,,,Boston,3,1,,
4832,4832,810,1999 Centre St,,-71.157831,42.282033,,Quinn Way,Centre Street,Boston,0,1,3.0,West Roxbury
4833,4833,520,Arborway @ Courthouse,,-71.109358,42.301283,,Dunning Way,Arborway,Boston,0,1,3.0,Jamaica Plain
4838,4838,70038,Bowdoin,Bowdoin - Blue Line - Wonderland,-71.062037,42.361365,,,,Boston,0,2,1.0,Downtown
4849,4849,door-matt-southbus,Mattapan - Lower Busway,Mattapan - Lower Busway,-71.092376,42.267431,,,,Boston,2,1,,Mattapan
4851,4851,1260,Columbus Ave @ New Cedar St,,-71.097159,42.328326,,,Columbus Avenue,Boston,0,1,3.0,Roxbury
4854,4854,17094,Terminal C - Arrivals Level,Terminal C - Silver Line - SL1 South Station,-71.017289,42.366494,"Terminal C Arrivals, Door C106, Boston Logan International Airport, Boston, MA 02128",Logan Airport Terminal B,Logan Airport Terminal C,Boston,0,1,3.0,East Boston
4855,4855,node-wimnl-ibunpaidstairs-street,Wood Island,"Wood Island - Bottom of stairs for all trains, buses, Bennington Street",-71.023092,42.379818,,,,Boston,3,1,,East Boston
4856,4856,node-dwnxg-stair8-rl,Downtown Crossing,Downtown Crossing - Bottom of stairs between Forest Hills platform and Ashmont/Braintree platform,,,,,,Boston,3,1,,
4857,4857,12932,Columbia Rd @ Bird St,,-71.067211,42.314492,,Bird Street,Columbia Road,Boston,0,1,3.0,Dorchester
4859,4859,70020,Downtown Crossing,Downtown Crossing - Orange Line - Forest Hills,-71.060225,42.355518,,,,Boston,0,1,1.0,Downtown
4862,4862,1510,Bowdoin St @ Hendry St,,-71.064277,42.308917,,Adams Street,Bowdoin Street,Boston,0,1,3.0,Dorchester
4863,4863,node-bbsta-13clarexit-fareunpaid,Back Bay,Back Bay - Outdoor side of exit-only gate,,,,,,Boston,3,1,,
4865,4865,771,Centre St opp Acacia Rd,,-71.160569,42.273401,,Acacia Road,Centre Street,Boston,0,1,3.0,West Roxbury
4868,4868,door-spmnl-nashua,"Science Park/West End - Nashua St, Spaulding Rehab Hospital (Stairs)","Science Park/West End - Nashua St, Spaulding Rehab Hospital (Stairs)",-71.067757,42.36687,,,,Boston,2,2,,West End
4871,4871,node-masta-unpramp-exit,Massachusetts Avenue,Massachusetts Avenue - Top of ramp from main entrance,-71.083445,42.341469,,,,Boston,3,1,,Fenway
4873,4873,node-armnl-eescstairs-escalator,Arlington,Arlington - Top of stairs from eastbound escalator,,,,,,Boston,3,1,,
4874,4874,node-pktrm-tremwfare-unpaid,Park Street,Park Street - Unpaid side of fare gates,,,,,,Boston,3,1,,
4875,4875,node-889-unpaidstreet,Wood Island,Wood Island - Bottom of Elevator 889 (outside fare control),-71.022991,42.379769,,,,Boston,3,1,,East Boston
4878,4878,952,Commonwealth Ave @ Granby St,,-71.103801,42.349831,,Granby Street,Commonwealth Avenue,Boston,0,1,3.0,Fenway
4882,4882,node-308-platform,Sullivan Square,Sullivan Square - Bottom of Escalator 308,,,,,,Boston,3,1,,
4884,4884,node-420-middle,South Station,South Station - Top of Escalator 420,,,,,,Boston,3,1,,
4885,4885,node-dwnxg-nbsumexitfare-paid,Downtown Crossing,Downtown Crossing - Top of exit-only stairs from Alewife platform to Summer Street Concourse,,,,,,Boston,3,1,,
4890,4890,1716,Blue Hill Ave @ Mattapan St,,-71.093719,42.276585,,Hiawatha Road,Blue Hill Avenue,Boston,0,1,3.0,Mattapan
4894,4894,node-932-platform,Airport,Airport - Bottom of Elevator 932,-71.03024,42.374562,,,,Boston,3,1,,East Boston
4897,4897,21599,Seaport Blvd @ Sleeper St,,-71.047578,42.35257,,Thompson Place,Seaport Boulevard,Boston,0,1,3.0,South Boston Waterfront
4901,4901,329,Dorchester Ave @ Centre St,,-71.06228,42.293336,,Centre Street,Dorchester Avenue,Boston,0,1,3.0,Dorchester
4904,4904,door-bbsta-garage,Back Bay - Garage,Back Bay - Garage,-71.075054,42.347684,,,,Boston,2,1,,South End
4909,4909,1086,Chestnut Hill Ave @ Jackson Ave,,-71.153418,42.344534,,Wallingford Road,Chestnut Hill Avenue,Boston,0,1,3.0,Brighton
4914,4914,door-cedgr-fellsway,Cedar Grove - Fellsway St,Cedar Grove - Fellsway St,-71.06036,42.27971,,,,Boston,2,1,,Dorchester
4915,4915,224,Atlantic Ave @ State St-Marriott Hotel,,-71.051583,42.359176,,Central Street,Ramp - Rt 93 Northbound To North Street,Boston,0,1,3.0,Downtown
4916,4916,5261,Park St @ Gertrude Rd,,-71.148714,42.280817,,Gertrude Road,Park Street,Boston,0,1,3.0,West Roxbury
4918,4918,70255,Riverway,Riverway - Green Line - (E) Heath Street,-71.111925,42.331391,,,,Boston,0,2,0.0,Mission Hill
4923,4923,1211,Faneuil St @ Brooks St,,-71.163341,42.352417,,Brooks Street,Faneuil Street,Boston,0,1,3.0,Brighton
4926,4926,590,River St opp Wichita Ter,,-71.070623,42.271985,,Wichita Terrace,River Street,Boston,0,1,3.0,Mattapan
4934,4934,465,Washington St @ Vassar St,,-71.076167,42.301053,,Harvard Avenue,Washington Street,Boston,0,1,3.0,Dorchester
4935,4935,1254,Tremont St @ Burke St,,-71.0848,42.336908,,Burke Street,Tremont Street,Boston,0,1,3.0,Roxbury
4938,4938,node-jfk-bracolfarepaid,JFK/UMass,JFK/UMass - Paid side of exit-only gates,-71.052378,42.321178,,,,Boston,3,1,,Dorchester
4943,4943,node-bbsta-2clarexit-bottom,Back Bay,Back Bay - Bottom of Track 2 Clarendon Street exit stairs,,,,,,Boston,3,1,,
4947,4947,5502,Alford St @ West St,,-71.07345,42.38579,,Arlington Avenue,Alford Street,Boston,0,1,3.0,Charlestown
4948,4948,node-jfk-ashgasstair-lobby,JFK/UMass,"JFK/UMass - Top of southern stairs between Ashmont, Alewife platform and lobby",-71.052468,42.320493,,,,Boston,3,1,,Dorchester
4950,4950,523,Morton St @ Canterbury St,,-71.096524,42.29306,,Canterbury Street,Morton Street,Boston,0,1,3.0,Jamaica Plain
4951,4951,485,Washington St @ Southern Ave,,-71.071797,42.291386,,Kenwood Street,Washington Street,Boston,0,1,3.0,Dorchester
4952,4952,door-smmnl-clemen,"Shawmut - Clementine Park, Centre St","Shawmut - Clementine Park, Centre St",-71.065784,42.293067,,,,Boston,2,1,,Dorchester
4960,4960,1512,Bowdoin St @ Hamilton St,,-71.067331,42.306072,,Bowdoin Park,Bowdoin Street,Boston,0,1,3.0,Dorchester
4962,4962,node-spmnl-ofareunpaid,Science Park/West End,Science Park/West End - Unpaid side of fare gates,-71.067927,42.36666,,,,Boston,3,1,,West End
4964,4964,18511,Mattapan,Mattapan - South Busway,-71.091726,42.267508,,,,Boston,0,1,3.0,Mattapan
4966,4966,2002,Centre St @ Arborway,,-71.11995,42.308863,,Arborway,Centre Street,Boston,0,2,3.0,Jamaica Plain
4968,4968,889,Summer St opp WTC Ave,,-71.043514,42.346836,,,Summer Street,Boston,0,1,3.0,South Boston Waterfront
4969,4969,NEC-2276-02,Back Bay,Back Bay - Commuter Rail - Track 2,-71.075299,42.347196,,,,Boston,0,1,2.0,South End
4987,4987,6523,Alwin St @ Dedham Pkwy,,-71.143466,42.254526,,Dedham Parkway,Alwin Street,Boston,0,1,3.0,Hyde Park
4988,4988,node-914-platform,Aquarium,Aquarium - Bottom of elevator between Bowdoin platform and State Street,,,,,,Boston,3,1,,
4992,4992,node-903-lobby,Haymarket,Haymarket - Top of elevator between Oak Grove platform and Congress Street lobby,,,,,,Boston,3,1,,
4996,4996,node-428-entrance,Maverick,Maverick - Top of escalator from lobby to Lewis Mall,-71.040533,42.368262,,,,Boston,3,1,,East Boston
4997,4997,70238,Cleveland Circle,Cleveland Circle - Green Line - Park Street & North,-71.148774,42.336252,,,,Boston,0,1,0.0,Brighton
4998,4998,6413,Truman Hwy @ Tyler St,,-71.125272,42.246969,,Tyler Street,Truman Highway,Boston,0,1,3.0,Hyde Park
5000,5000,node-951-platform,Charles/MGH,Charles/MGH - Top of Elevator 951,-71.070472,42.361078,,,,Boston,3,1,,West End
5013,5013,70002,Green Street,Green Street - Orange Line - Forest Hills,-71.108059,42.309832,,,,Boston,0,1,1.0,Jamaica Plain
5017,5017,8391,Baker St opp Dunwell St,,-71.166864,42.277573,,Dunwell Street,Baker Street,Boston,0,1,3.0,West Roxbury
5020,5020,1262,Columbus Ave @ Heath St,,-71.098483,42.325028,,Heath Street,Columbus Avenue,Boston,0,1,3.0,Roxbury
5022,5022,5865,Maverick St @ Frankfort St,,-71.036054,42.368921,,Frankfort Street,Maverick Street,Boston,0,1,3.0,East Boston
5025,5025,254,W 7th St @ E St,,-71.052445,42.33525,,E Street,West Seventh Street,Boston,0,1,3.0,South Boston
5026,5026,node-lbusstairs-lower,Sullivan Square,Sullivan Square - Bottom of stairs for lower busway,,,,,,Boston,3,1,,
5027,5027,2803,Metropolitan Ave @ Malverna Rd,,-71.129199,42.278854,,Malverna Road,Metropolitan Avenue,Boston,0,1,3.0,Roslindale
5030,5030,1753,34 Heath St opp Bromley St,,-71.099639,42.325262,,Bromley Street,Heath Street,Boston,0,1,3.0,Jamaica Plain
5031,5031,node-asmnl-radfordramp,Ashmont,Ashmont - Top of Radford Lane ramp,-71.063341,42.283964,,,,Boston,3,1,,Dorchester
5032,5032,node-sstat-outmainstair-lobby,South Station,"South Station - Bottom of stairs for Summer Street, Atlantic Avenue, Amtrak, Commuter Rail",,,,,,Boston,3,1,,
5034,5034,node-855-lobby,Back Bay,Back Bay - Top of Tracks 1-3 elevator,,,,,,Boston,3,1,,
5037,5037,5867,Bennington St @ Porter St,,-71.038265,42.375083,,Porter Street,Bennington Street,Boston,0,1,3.0,East Boston
5040,5040,891,Summer St opp Melcher St,,-71.050865,42.350545,,Melcher Street,Summer Street,Boston,0,1,3.0,South Boston Waterfront
5041,5041,DB-2240-01,Talbot Avenue,Talbot Avenue - Commuter Rail - Track 1 (Outbound),-71.07814,42.292246,,,,Boston,0,1,2.0,Dorchester
5045,5045,door-asmnl-radford,Ashmont - Radford Lane,Ashmont - Radford Lane,-71.062983,42.283587,,,,Boston,2,1,,Dorchester
5047,5047,2003,Centre St @ Ballard St,,-71.11811,42.308723,,Ballard Street,Centre Street,Boston,0,2,3.0,Jamaica Plain
5049,5049,70073,Charles/MGH,Charles/MGH - Red Line - Ashmont/Braintree,-71.071505,42.361187,,,,Boston,0,1,1.0,West End
5050,5050,70053,Suffolk Downs,Suffolk Downs - Blue Line - Bowdoin,-70.997323,42.390422,,,,Boston,0,1,1.0,East Boston
5051,5051,3373,Gallivan Blvd @ Huron Circle,,-71.062126,42.281074,,Huron Circle,Gallivan Boulevard,Boston,0,0,3.0,Dorchester
5055,5055,6505,Hyde Park Ave @ Westminster St,,-71.12146,42.264119,,Westminster Avenue,Hyde Park Avenue,Boston,0,1,3.0,Hyde Park
5057,5057,node-140-lobby,Back Bay,Back Bay - Top of Orange Line platform east escalator,,,,,,Boston,3,1,,
5061,5061,DB-2258-02,Uphams Corner,Uphams Corner - Commuter Rail - Track 2 (South Station),-71.068627,42.319125,,,,Boston,0,1,2.0,Dorchester
5064,5064,1579,Blue Hill Ave opp Stafford St,,-71.077232,42.322139,,Stafford Street,Blue Hill Avenue,Boston,0,1,3.0,Roxbury
5065,5065,door-north-crnashua,"North Station - Causeway St (West), Nashua St","North Station - Causeway St (West), Nashua St",-71.062684,42.365738,,,,Boston,2,1,,West End
5066,5066,node-137-lobby,Ruggles,Ruggles - Top of Orange Line north platform escalator,,,,,,Boston,3,1,,
5070,5070,node-843-lobby,Forest Hills,Forest Hills - Top of lower busway elevator,-71.113674,42.300601,,,,Boston,3,1,,Jamaica Plain
5071,5071,70079,South Station,South Station - Red Line - Ashmont/Braintree,-71.055242,42.352271,,,,Boston,0,1,1.0,Downtown
5073,5073,2911,Columbia Rd @ Bird St,,-71.067432,42.314688,,Bird Street,Columbia Road,Boston,0,1,3.0,Dorchester
5075,5075,8330,113 W Milton St opp Pine Ave,,-71.138145,42.238957,,Pine Avenue,West Milton Street,Boston,0,1,3.0,Hyde Park
5079,5079,3084,Adams St opp Lonsdale St,,-71.057091,42.291359,,Lonsdale Street,Adams Street,Boston,0,1,3.0,Dorchester
