,id,stop_name,description,longitude,latitude,address,at_street,on_street,municipality,location_type,has_wheelchair_boarding,vehicle_type
3895,node-945-platform,Malden Center,Malden Center - Top of Orange Line platform elevator,-71.07429,42.426827,,,,Malden,3,1,
3896,5049,Hancock St @ Belmont St,,-71.059766,42.416244,,,Hancock Street,Everett,0,1,3.0
3897,4218,S Main St @ Fairmount St,,-71.04454,42.15611,,Fairmont Street,South Main Street,Randolph,0,1,3.0
3898,49220,Main St opp Oak Grove Ave,,-71.067758,42.440859,,,Main Street,Melrose,0,1,3.0
3899,2819,Hyde Park Ave @ Pingree St,,-71.124397,42.254741,,Pingree Street,Hyde Park Avenue,Boston,0,1,3.0
3900,1142,Centre St @ Cedar St,,-71.095518,42.327778,,Cedar Street,Centre Street,Boston,0,1,3.0
3901,82133,Central Ave @ Reservoir St,,-71.228917,42.311066,,Reservoir Street,Central Avenue,Needham,0,1,3.0
3902,9285,Vernon St @ Lowell St,,-71.064263,42.517201,,Forrester Road,Vernon Street,Wakefield,0,0,3.0
3903,9150,Winthrop St @ Suffolk St,,-71.120978,42.42372,,Suffolk Street,Winthrop Street,Medford,0,1,3.0
3904,5557,Ferry St @ Orange Ct,,-71.047435,42.405838,,Orange Court,Ferry Street,Everett,0,1,3.0
3905,3697,North St opp Commercial St,,-70.942606,42.227967,,Commercial Street,North Street,Weymouth,0,1,3.0
3906,node-dwnxg-stair9-lobby,Downtown Crossing,Downtown Crossing - Bottom of stairs between Franklin Street lobby and street,,,,,,Boston,3,1,
3907,56434,Cummins Hwy @ Rugby Rd,,-71.103265,42.270847,,Rugby Road,Cummins Highway,Boston,0,0,3.0
3908,node-pktrm-stair17-lobby,Park Street,"Park Street - Bottom of stairs from Government Center & North platform to Tremont Street, Winter Street",,,,,,Boston,3,1,
3909,door-forhl-lowers,"Forest Hills - Hyde Park Ave, West Roxbury Court, Franklin Park/Zoo (South)","Forest Hills - Hyde Park Ave, West Roxbury Court, Franklin Park/Zoo (South)",-71.113898,42.300134,,,,Boston,2,1,
3910,1436,Arsenal St opp School St,,-71.166469,42.363752,,School Street,Arsenal Street,Watertown,0,1,3.0
3911,node-mlmnl-commstair-lobby,Malden Center,Malden Center - Top of stairs from Commercial Street,-71.074058,42.42685,,,,Malden,3,1,
3912,8522,785 Centre St,,-71.19017,42.344935,,,Centre Street,Newton,0,1,3.0
3913,4095,West St opp Hayden St,,-71.025399,42.238421,,Hayden Street,West Street,Quincy,0,0,3.0
3914,1437,Arsenal St @ Talcott Ave,,-71.162592,42.36335,,,Arsenal Street,Watertown,0,1,3.0
3915,15661,Blue Hill Ave @ Lawrence Ave,,-71.079497,42.313396,,Lawrence Avenue,Blue Hill Avenue,Boston,0,1,3.0
3916,5243,Centre St @ Rambler Rd,,-71.124831,42.304484,,Rambler Road,Centre Street,Boston,0,1,3.0
3917,4362,Brook Rd @ Lincoln St,,-71.084547,42.259238,,Lincoln Street,Brook Road,Milton,0,1,3.0
3918,6645,Nahant Rd @ Castle Rd,,-70.933511,42.430124,,,Nahant Road,Nahant,0,1,3.0
3919,2257,Massachusetts Ave @ Newman Way,,-71.160538,42.416745,,Newman Way,Massachusetts Avenue,Arlington,0,1,3.0
3920,node-symcl-hunwstair-platform,Symphony,"Symphony - Bottom of west stairs for Massachusetts Ave, Huntington Ave",,,,,,Boston,3,1,
3921,10642,Forest Hills,Forest Hills - Upper Busway,-71.114261,42.29985,,Washington Street,Busway,Boston,0,1,3.0
3922,6259,Malden St @ Stevens St,,-71.020199,42.425729,,Geneva Avenue,Malden Street,Revere,0,1,3.0
3923,node-rcmnl-847-lobby,Roxbury Crossing,Roxbury Crossing - Top of Elevator 847,-71.095608,42.331244,,,,Boston,3,1,
3924,561,Geneva Ave @ Levant St,,-71.070724,42.303035,,Levant Street,Geneva Avenue,Boston,0,1,3.0
3925,node-dwnxg-stair3-platform,Downtown Crossing,Downtown Crossing - Bottom of exit-only stairs from Alewife platform to Summer Street Concourse,,,,,,Boston,3,1,
3926,2671,Highland Ave @ Cedar St,,-71.112537,42.39232,,Cedar Street,Highland Avenue,Somerville,0,1,3.0
3927,node-124-platform,Andrew,Andrew - Bottom of right outbound exit-only escalator,,,,,,Boston,3,1,
3928,3491,Beale St @ Pine St,,-71.027955,42.260588,,Pine Street,Beale Street,Quincy,0,1,3.0
3929,5643,271 Chelsea St opp Luke Rd,,-71.044177,42.402798,,Luke Road,Chelsea Street,Everett,0,1,3.0
3930,node-jaksn-fareunpaid,Jackson Square,Jackson Square - Unpaid side of fare gates,,,,,,Boston,3,1,
3931,4467,Highland Ave @ Thomas Circle,,-70.925848,42.501398,,Thomas Circle,Highland Avenue,Salem,0,1,3.0
3932,641,Washington St @ Aldwin Rd,,-71.119493,42.294445,,Aldwin Road,Washington Street,Boston,0,1,3.0
3933,1038,Market St @ Gardena St,,-71.150376,42.35403,,Gardena Street,Market Street,Boston,0,1,3.0
3934,309,Dorchester Ave @ Thornley Rd,,-71.057082,42.313795,,Thornley Street,Dorchester Avenue,Boston,0,1,3.0
3935,8575,Broadway @ Trueman Dr,,-71.031296,42.441169,,Bayrd Street,Broadway,Malden,0,1,3.0
3936,5351,Ferry St @ Central Ave,,-71.050995,42.418173,,Rock Valley Avenue,Ferry Street,Everett,0,1,3.0
3937,node-symcl-eb-midbottom,Symphony,Symphony - Bottom of stairs for entrances,,,,,,Boston,3,1,
3938,9128,Main St @ Manning St,,-71.151862,42.485904,,Manning Street,Main Street,Woburn,0,1,3.0
3939,5978,Wyoming Ave @ Cottage St,,-71.071966,42.452742,,Cottage Street,West Wyoming Avenue,Melrose,0,1,3.0
3940,7312,Franklin St @ N Common St,,-70.953131,42.464556,,,Franklin Street,Lynn,0,1,3.0
3941,node-haecl-passfhstair-passage,Haymarket,"Haymarket - Bottom of stairs between Forest Hills platform and Green Line, busway passageway",,,,,,Boston,3,1,
3942,6250,Malden St @ Stark Ave,,-71.010681,42.418082,,Stark Avenue,Malden Street,Revere,0,1,3.0
3943,door-mdftf-boston,"Medford/Tufts - Boston Ave, College Ave","Medford/Tufts - Boston Ave, College Ave",-71.117017,42.407798,,,,Medford,2,1,
3944,4795,Pleasant St @ Devereux St,,-70.864434,42.495187,,Devereux Street,Pleasant Street,Marblehead,0,1,3.0
3945,468,Washington St @ Columbia Rd,,-71.0807,42.305459,,Columbia Road,Washington Street,Boston,0,1,3.0
3946,8627,Marrett Rd @ Elena Rd,,-71.253166,42.441703,,Elena Road,Marrett Road,Lexington,0,2,3.0
3947,1817,Pearl St @ Franklin St,,-71.103684,42.363748,,Franklin Street,Pearl Street,Cambridge,0,1,3.0
3948,1365,835 Huntington Ave opp Parker Hill Ave,,-71.109273,42.33328,,,Huntington Avenue,Boston,0,1,3.0
3949,1062,Western Ave @ Howard St,,-71.110649,42.364798,,Howard Street,Western Avenue,Cambridge,0,1,3.0
3950,3982,S Franklin St @ South St,,-71.009539,42.127478,,Linwood Street,South Franklin Street,Holbrook,0,1,3.0
3951,1076,445 Western Ave,,-71.14136,42.362341,,Waverly Street,Western Avenue,Boston,0,1,3.0
3952,node-knncl-frontsbstair-platform,Kendall/MIT,Kendall/MIT - Stairs platform level,,,,,,Cambridge,3,1,
3953,6629,Willow Rd @ Valley Rd,,-70.921327,42.424188,,Valley Road,Willow Road,Nahant,0,0,3.0
3954,7721,Dale St opp Caughey St,,-71.243722,42.384625,,Caughey Street,Dale Street,Waltham,0,1,3.0
3955,place-newtn,Newton Highlands,,-71.205509,42.322381,"60 Station Ave, Newton, MA 02461",,,Newton,1,1,
3956,5874,Bennington St @ Moore St,,-71.018257,42.382611,,Moore Street,Bennington Street,Boston,0,1,3.0
3957,node-935-lobby,World Trade Center,World Trade Center - Top of inbound platform elevator,,,,,,Boston,3,1,
3958,6751,Holyoke St @ Gardiner St,,-70.977418,42.468457,,Gardiner Street,Holyoke Street,Lynn,0,1,3.0
3959,door-brkhl-cypress,Brookline Hills - Tappan St (East),Brookline Hills - Tappan St (East),-71.126612,42.331375,,,,Brookline,2,1,
3960,4702,333 Lynnway,,-70.949363,42.458034,,Blossom Street,Lynnway,Lynn,0,0,3.0
3961,6299,High St @ Woburn St,,-71.123212,42.421843,,Hasting Lane,High Street,Medford,0,0,3.0
3962,70096,JFK/UMass,JFK/UMass - Red Line - Alewife (from Braintree),-71.052215,42.320434,,,,Boston,0,1,1.0
3963,22819,Hyde Park Ave @ Glenwood Ave,,-71.127058,42.248475,,Glenwood Avenue,Hyde Park Avenue,Boston,0,1,3.0
3964,door-waban-parks,Waban - Parking (Stairs),Waban - Parking (Stairs),-71.230725,42.326046,,,,Newton,2,2,
3965,32911,McGrath Hwy opp Brackett St,,-70.996927,42.252358,,Brackett Street,McGrath Highway,Quincy,0,1,3.0
3966,5915,Grove St @ Swains Pond Ave,,-71.052019,42.454527,,Sixth Street,Grove Street,Melrose,0,1,3.0
3967,node-821-lobby,Harvard,Harvard - Bottom of elevator between Harvard Square and lobby,-71.119116,42.373407,,,,Cambridge,3,1,
3968,5881,Bennington St @ Antrim St,,-71.00575,42.387061,,Busway,Bennington Street,Boston,0,0,3.0
3969,16642,Nahant Rd opp Greenlawn Cemetery,,-70.927442,42.4281,,Greystone Road,Nahant Road,Nahant,0,1,3.0
3970,9080,Porter St @ Moreland Rd,,-71.051182,42.462333,,Mooreland Road,Porter Street,Melrose,0,1,3.0
3971,82039,Needham St opp Columbia Ave,,-71.211591,42.313954,,Columbia Road,Needham Street,Newton,0,1,3.0
3972,node-810-entrance,Quincy Center,Quincy Center - Top of Elevator 810,-71.005189,42.251488,,,,Quincy,3,1,
3973,node-wondl-oceanstairs-plaza,Wonderland,Wonderland - Top of Revere Beach Plaza stairs from Ocean Ave,-70.990741,42.413438,,,,Revere,3,1,
3974,MM-0200-S,Brockton,Brockton - Commuter Rail - Track 1,-71.016534,42.084659,,,,Brockton,0,1,2.0
3975,47620,Washington St @ Ellis Ave,,-71.191213,42.210489,,Ellis Avenue,Washington Street,Norwood,0,0,3.0
3976,3129,E Squantum St @ Faxon Rd.,,-71.024995,42.279996,,Faxon Road,East Squantum Street,Quincy,0,1,3.0
3977,4853,Humphrey St @ Palmer Rd,,-70.883311,42.487217,,Palmer Road,Humphrey Street,Marblehead,0,1,3.0
3978,door-wtcst-wtc,World Trade Center - World Trade Center Ave,World Trade Center - World Trade Center Ave,-71.042509,42.348484,,,,Boston,2,1,
3979,node-435-lobby,Arlington,Arlington - Top of eastbound escalator,,,,,,Boston,3,1,
3980,node-735-platform,Wollaston,Wollaston - Bottom of elevator between platform and bridge,,,,,,Quincy,3,1,
3981,node-haecl-congfhplatn-passage,Haymarket,Haymarket - Top of stairs between mezzanine and Forest Hills platform,,,,,,Boston,3,1,
3982,node-341-platform,Davis,Davis - Bottom of Escalator 341,,,,,,Somerville,3,1,
3983,node-330-entrance,Quincy Center,Quincy Center - Top of Escalator 330,-71.005342,42.251681,,,,Quincy,3,1,
3984,node-dwnxg-112fare-unpaid,Downtown Crossing,Downtown Crossing - Unpaid side of exit-only gate,,,,,,Boston,3,1,
3985,4143,Central Ave @ Brook Rd,,-71.081173,42.258531,,,Central Avenue,Milton,0,1,3.0
3986,3243,227 Sea St,,-70.990156,42.262037,,Hobomack Road,Sea Street,Quincy,0,1,3.0
3987,63621,River St @ Agnes Ave,,-71.106204,42.263412,,Agnes Avenue,River Street,Boston,0,1,3.0
3988,node-932-bridge,Airport,Airport - Top of Elevator 932,-71.03024,42.374562,,,,Boston,3,1,
3989,4781,Humphrey St @ Seaview Ave,,-70.889103,42.482127,,Winthrop Avenue,Humphrey Street,Marblehead,0,0,3.0
3990,9319,Fellsway @ Middlesex Ave - Wellington Circle,,-71.081695,42.406006,,Middlesex Avenue,Fellsway,Medford,0,0,3.0
3991,30251,27 Drydock Ave,,-71.028419,42.344706,,,Drydock Avenue,Boston,0,1,3.0
3992,6174,Lafayette St @ Ocean Ave,,-70.891236,42.508201,,Ocean Avenue,Lafayette Street,Salem,0,1,3.0
3993,8429,Massachusetts Ave @ Drake Rd,,-71.189452,42.425429,,Drake Road,Massachusetts Avenue,Arlington,0,1,3.0
3994,14586,10 Centennial Drive - Boston Children's @ Peabody,,-70.951632,42.526045,,,,Peabody,0,1,3.0
3995,2427,Rindge Ave opp Clay St,,-71.134079,42.393493,,Clay Street,Rindge Avenue,Cambridge,0,1,3.0
3996,6267,Northgate Shopping Ctr - Shopping Mall,,-71.011751,42.42777,,,,Revere,0,1,3.0
3997,5568,Ferry St @ Cherry St,,-71.045644,42.409815,,Cherry Street,Ferry Street,Everett,0,1,3.0
3998,145,Arlington St @ Saint James Ave,,-71.070442,42.351105,,Park Plaza,Arlington Street,Boston,0,1,3.0
3999,5051,Hancock St @ Dean St,,-71.055102,42.412923,,Glendale Street,Hancock Street,Everett,0,1,3.0
4000,81442,Hillside Ave @ Hunnewell St,,-71.236746,42.296436,,Hunnewell Street,Hillside Avenue,Needham,0,0,3.0
4001,3232,Elm Ave @ Staunton St,,-71.013279,42.270858,,Staunton Street,Elm Avenue,Quincy,0,1,3.0
4002,5968,377 Washington St,,-71.07153,42.43999,,,Washington Street,Malden,0,1,3.0
4003,405,Warren St opp Woodbine St,,-71.081628,42.319932,,,Warren Street,Boston,0,1,3.0
4004,15977,Wyoming Ave @ Whittier St,,-71.076884,42.454319,,Melbourne Avenue,West Wyoming Avenue,Melrose,0,1,3.0
4005,node-bbsta-2stairs-platform,Back Bay,Back Bay - Bottom of Track 2 stairs,,,,,,Boston,3,1,
4006,65546,Commonwealth Ave opp Cheswick Rd,,-71.241232,42.343185,,Cheswick Road,Commonwealth Avenue,Newton,0,1,3.0
4007,node-334-lobby,Braintree,Braintree - Bottom of Red Line platform downward escalator,-71.001693,42.207402,,,,Braintree,3,1,
4008,2049,Mt Auburn St @ Patten St,,-71.181182,42.366566,,Patten Street,Mount Auburn Street,Watertown,0,1,3.0
4009,875,Forest Hills,Forest Hills - Lower Busway,-71.113634,42.300479,,Hyde Park Avenue,Busway,Boston,0,1,3.0
4010,3362,Granite Ave @ Emerson Rd,,-71.042902,42.261598,,Emerson Road,Granite Avenue,Milton,0,1,3.0
4011,11389,Huntington Ave @ Prudential Station,,-71.081535,42.345355,,West Newton Street,Huntington Avenue,Boston,0,1,3.0
4012,70021,Downtown Crossing,Downtown Crossing - Orange Line - Oak Grove,-71.060225,42.355518,,,,Boston,0,1,1.0
4013,1026,Chestnut Hill Ave @ Veronica Smith Ctr,,-71.153761,42.348296,,,Chestnut Hill Avenue,Boston,0,1,3.0
4014,5975,Wyoming Ave opp Cleveland St,,-71.074822,42.45359,,Cleveland Street,West Wyoming Avenue,Melrose,0,1,3.0
4015,8250,223 Cambridge Rd opp Crawford Rd,,-71.174707,42.464222,,Crawford Drive,Cambridge Street,Woburn,0,1,3.0
4016,89606,Totten Pond Rd @ Pond End Rd,,-71.241288,42.390758,,,Totten Pond Road,Waltham,0,0,3.0
4017,3290,Coddington St @ Quincy High School,,-70.999611,42.253438,,Newcomb Street,Coddington Street,Quincy,0,1,3.0
4018,14460,Highland Ave @ Salem Hospital,,-70.908936,42.511791,,,Highland Avenue,Salem,0,0,3.0
4019,8601,Massachusetts Ave @ Lexington Post Office,,-71.224683,42.446555,,Wallis Court,Massachusetts Avenue,Lexington,0,1,3.0
4020,5835,Constitution Ave @ Adams St,,-71.017437,42.415876,,Adams Street,Constitution Avenue,Revere,0,0,3.0
4021,1847,Weld St @ Church St,,-71.149474,42.293003,,Church Street,Weld Street,Boston,0,1,3.0
4022,15987,Main St @ William St,,-71.100043,42.484893,,William Street,Main Street,Stoneham,0,1,3.0
4023,node-gover-ebtransstairs-bl,Government Center,Government Center - Bottom of stairs between Green Line and Blue Line,,,,,,Boston,3,1,
4024,84921,Wheeler Rd @ Meadowbrook Rd,,-71.191838,42.309611,,Meadowbrook Road,Wheeler Road,Newton,0,1,3.0
4025,2564,N Harvard St opp Harvard Stadium Gate 2,,-71.124824,42.36708,,,North Harvard Street,Boston,0,1,3.0
4026,node-astao-foldoorstair-lobby,Assembly,Assembly - Top of stairs for Foley Street,-71.077636,42.393191,,,,Somerville,3,1,
4027,5241,Centre St @ Hillcroft Rd,,-71.122782,42.308264,,Hillcroft Road,Centre Street,Boston,0,1,3.0
4028,7808,River St @ Seyon St,,-71.217614,42.368522,,Seyon Street,River Street,Waltham,0,1,3.0
4029,NHRML-0116-01,Mishawum,Mishawum - Commuter Rail - Track 1 (Outbound),-71.137618,42.504402,,,,Woburn,0,2,2.0
4030,12826,Main St @ Union St,,-71.06385,42.374605,,Union Street,Main Street,Boston,0,1,3.0
4031,4163,Randolph Ave @ Susi Ln,,-71.070983,42.22657,,,Randolph Avenue,Milton,0,1,3.0
4032,378,Talbot Ave @ Nightingale St,,-71.086043,42.294378,,Nightingale Street,Talbot Avenue,Boston,0,1,3.0
4033,61842,Washington St @ Riverwalk Ln,,-71.216043,42.161876,,Chestnut Street,Washington Street,Walpole,0,1,3.0
4034,3080,Adams St @ Franconia St,,-71.054975,42.285338,,Franconia Street,Adams Street,Boston,0,1,3.0
4035,node-152-lobby,Prudential,Prudential - Top of escalator from Heath Street platform to lobby,,,,,,Boston,3,1,
4036,3558,Downer Ave opp Planters Field Ln,,-70.902419,42.252865,,Planters Field Lane,Downer Avenue,Hingham,0,1,3.0
4037,1395,Dartmouth St @ Appleton St,,-71.074969,42.345156,,Appleton Street,Dartmouth Street,Boston,0,1,3.0
4038,node-harsq-lowupstair-upper,Harvard,Harvard - Top of stairs between Upper Busway and Lower Busway,,,,,,Cambridge,3,1,
4039,290,W 6th St @ D St,,-71.053007,42.336832,,D Street,West Sixth Street,Boston,0,1,3.0
4040,8152,Woodward St @ Boylston St,,-71.212902,42.3193,,Boylston Street,Woodward Street,Newton,0,1,3.0
4041,3672,Middle St @ Gilbert Rd,,-70.939712,42.223743,,Gilbert Road,Middle Street,Weymouth,0,1,3.0
4042,8529,Cypress St @ Braeland Ave,,-71.194445,42.32805,,Braeland Avenue,Cypress Street,Newton,0,1,3.0
4043,7448,Summer St @ Deer Pk,,-70.981163,42.461073,,Deer Park,Summer Street,Lynn,0,1,3.0
4044,ER-0128-01,Swampscott,Swampscott - Commuter Rail - Track 1 (Outbound),-70.922537,42.473743,,,,Swampscott,0,1,2.0
4045,71273,Eliot St opp Capen St,,-71.085531,42.265983,,Capen Street,Eliot Street,Milton,0,1,3.0
4046,node-sstat-919stair-sl,South Station,South Station - Top of stairs for Ashmont/Braintree,,,,,,Boston,3,1,
4047,63618,356 Washington St,,-71.197158,42.201575,,,Washington Street,Norwood,0,1,3.0
4048,7162,Bridge St @ Cromwell St,,-70.888611,42.531824,,Cromwell Street,Bridge Street,Salem,0,1,3.0
4049,51917,Clyde St @ Whitney St,,-71.142333,42.311339,,Whitney Street,Clyde Street,Brookline,0,1,3.0
4050,3128,E Squantum St @ Newbury Ave,,-71.027252,42.278137,,Hunt Street,East Squantum Street,Quincy,0,1,3.0
4051,node-bbsta-13stairs-lobby,Back Bay,Back Bay - Top of Tracks 1-3 stairs,,,,,,Boston,3,1,
4052,8489,Dedham St @ Rosalie Rd,,-71.189971,42.302137,,Rosalie Road,Dedham Street,Newton,0,1,3.0
4053,door-dwnxg-101arch,"Downtown Crossing - 101 Arch St, Summer St","Downtown Crossing - 101 Arch St, Summer St",-71.05948,42.354843,,,,Boston,2,1,
4054,640,Washington St @ Archdale Rd,,-71.12139,42.292634,,Archdale Road,Washington Street,Boston,0,1,3.0
4055,8294,Main St @ Oakland St,,-71.195998,42.371089,,Oakland Street,Main Street,Watertown,0,1,3.0
4056,8240,Cambridge St @ Burlington Mall Rd,,-71.193811,42.492115,,Burlington Mall Road,Cambridge Street,Burlington,0,1,3.0
4057,2777,Washington St @ Inner Belt Rd,,-71.081316,42.382012,,Inner Belt Road,Washington Street,Somerville,0,1,3.0
4058,6959,Main St @ South Gateway,,-71.132932,42.437709,,Town Way,Main Street,Winchester,0,2,3.0
4059,985,Tremont St @ Waverley Ave,,-71.178781,42.353972,,Waverley Avenue,Tremont Street,Newton,0,1,3.0
4060,7562,Essex St @ Hood St,,-71.017539,42.451987,,Hood Street,Essex Street,Saugus,0,1,3.0
4061,5223,Centre St @ Weld St,,-71.135578,42.294567,,Weld Street,Centre Street,Boston,0,1,3.0
4062,24481,Broadway @ Prospect St,,-71.100863,42.369191,,Prospect Street,Broadway,Cambridge,0,1,3.0
4063,NEC-1851-05,Providence,Providence - Commuter Rail - Track 5,-71.413301,41.829293,,,,Providence,0,1,2.0
4064,4140,Central Ave @ Hinckley Rd,,-71.079584,42.262509,,,Central Avenue,Milton,0,1,3.0
4065,8450,Bedford St @ National Guard Armory,,-71.249636,42.474968,,,Bedford Street,Lexington,0,1,3.0
4066,node-dwnxg-macysstairs-lobby,Downtown Crossing,Downtown Crossing - Bottom of stairs between Macy's and Summer Street Concourse,,,,,,Boston,3,1,
4067,FR-0098-S,Waltham,Waltham - Commuter Rail - Track 2 (Boston),-71.235615,42.374296,,,,Waltham,0,1,2.0
4068,2368,High St @ Monument St,,-71.138772,42.421009,,Monument Street,High Street,Medford,0,0,3.0
4069,605,Washington St @ Cornell St,,-71.135513,42.279637,,Cornell Street,Washington Street,Boston,0,1,3.0
4070,121011,Royall St @ Compushare Driveway,,-71.13472,42.207287,,Green Street,Royall Street,Canton,0,1,3.0
4071,3321,Palmer St opp Wilgus Rd,,-70.975882,42.258773,,Wilgus Road,Palmer Street,Quincy,0,1,3.0
4072,1046,Western Ave @ Litchfield St,,-71.139786,42.362531,,Litchfield Street,Western Avenue,Boston,0,1,3.0
4073,place-matt,Mattapan,,-71.092486,42.26762,"500 River St, Boston, MA 02126",,,Boston,1,1,
4074,928,Brighton Ave @ Harvard Ave,,-71.131746,42.352822,,Harvard Avenue,Brighton Avenue,Boston,0,1,3.0
4075,2706,Broadway @ Marshall St,,-71.092807,42.392158,,Record Court,Broadway,Somerville,0,1,3.0
4076,5765,Broadway opp Elmwood Ave,,-71.009976,42.413556,,Elmwood Avenue,Broadway,Revere,0,1,3.0
4077,70197,Park Street,Park Street - Green Line - (C) Cleveland Circle,-71.062424,42.356395,,,,Boston,0,1,0.0
4078,7969,Mill St @ Mill Brook Dr,,-71.157816,42.417534,,,Mill Street,Arlington,0,1,3.0
4079,node-152-platform,Prudential,Prudential - Bottom of escalator from Heath Street platform to lobby,,,,,,Boston,3,1,
4080,9042,Fellsway @ Riverside Ave,,-71.084645,42.409581,,Riverside Avenue,Fellsway,Medford,0,1,3.0
4081,5316,Main St opp George St,,-71.110529,42.411952,,George Street,Main Street,Medford,0,1,3.0
4082,4165,N Main St @ Scanlon Dr,,-71.06285,42.201227,,Russ Street,North Main Street,Randolph,0,1,3.0
4083,9217,Main St @ Park Ave,,-71.067859,42.431905,,Hamlet Place,Main Street,Malden,0,1,3.0
4084,place-nuniv,Northeastern University,,-71.088806,42.340401,"Huntington Ave and Opera Pl, Boston, MA 02115",,,Boston,1,1,
4085,4015,Franklin St @ Reed Hill Rd,,-71.016069,42.21012,,Reed Hill Road,Franklin Street,Braintree,0,1,3.0
4086,15058,3 Woodland Rd,,-71.089342,42.453002,,,,Stoneham,0,1,3.0
4087,node-kencl-wbstair-lobby,Kenmore,Kenmore - Top of westbound platform stairs,,,,,,Boston,3,1,
4088,4146,Reedsdale Rd @ Canton Ave,,-71.077407,42.254305,,Canton Avenue,Reedsdale Road,Milton,0,1,3.0
4089,Alewife-01,Alewife,Alewife - Red Line - Track 1,-71.139971,42.396158,,,,Cambridge,0,1,1.0
4090,node-astao-foldoorstair-ground,Assembly,Assembly - Bottom of stairs for Foley Street,-71.077656,42.393279,,,,Somerville,3,1,
4091,node-808-rl,Park Street,"Park Street - Bottom of elevator between Red Line and Government Center & North platform, Winter Street Concourse",,,,,,Boston,3,1,
4092,86964,Moody St @ Ash St,,-71.238159,42.365931,,Ash Street,Moody Street,Waltham,0,1,3.0
4093,3055,Hancock St @ Albion Rd,,-71.022563,42.271677,,Albion Road,Hancock Street,Quincy,0,1,3.0
4094,1216,Columbus Ave @ Dimock St,,-71.098297,42.319416,,Dimock Street,Columbus Avenue,Boston,0,1,3.0
4095,7391,Lincoln Ave opp Dudley St,,-70.991651,42.453165,,Dudley Street,Lincoln Avenue,Saugus,0,1,3.0
4096,2837,Main St @ School St,,-71.066083,42.376827,,Lawnwood Place,Main Street,Boston,0,1,3.0
4097,13816,409 Washington St,,-70.95882,42.209722,,,Washington Street,Weymouth,0,1,3.0
4098,6473,Hyde Park Ave @ Collins Street,,-71.120425,42.270456,,Collins Street,Hyde Park Avenue,Boston,0,1,3.0
4099,2598,Somerville Ave @ Linden St,,-71.09271,42.378506,,Linden Street,Somerville Avenue,Somerville,0,1,3.0
4100,1433,Arsenal St @ Beacon Pk,,-71.175494,42.364554,,Beacon Park,Arsenal Street,Watertown,0,1,3.0
4101,door-belsq-sixth,Bellingham Square - Sixth Street,Bellingham Square - Sixth Street,-71.034574,42.395527,,,,Chelsea,2,1,
4102,86179,Civil Air Terminal,,-71.291173,42.462813,,,Hanscom Drive,Lincoln,0,1,3.0
4103,1224,Tremont St opp Prentiss St,,-71.092343,42.332706,,,Tremont Street,Boston,0,1,3.0
4104,3206,W Elm Ave @ Gould St,,-71.013092,42.27181,,Gould Street,West Elm Avenue,Quincy,0,1,3.0
4105,door-babck-wbagganis,"Babcock Street - Harry Agganis Way, Pleasant St","Babcock Street - Harry Agganis Way, Pleasant St",-71.118695,42.35151,,,,Boston,2,1,
4106,node-503-lobby,Prudential,Prudential - Bottom of escalator from lobby to Huntington Avenue,,,,,,Boston,3,1,
4107,9281,Pleasant St @ Sweetser St,,-71.070612,42.514121,,Sweetser Street,Pleasant Street,Wakefield,0,1,3.0
4108,4283,N Main St @ Mt Pleasant Sq,,-71.04697,42.171813,,Wales Avenue,North Main Street,Randolph,0,1,3.0
4109,node-welln-fareunpaid,Wellington,Wellington - Unpaid side of fare gates,-71.077111,42.40228,,,,Medford,3,1,
4110,7827,Commonwealth Ave @ Islington Rd,,-71.252981,42.347185,,Islington Road,Commonwealth Avenue,Newton,0,0,3.0
4111,7814,113 Crescent St,,-71.241288,42.369672,,Chestnut Street,Crescent Street,Waltham,0,1,3.0
4112,4714,N Shore Rd @ Freeman St,,-70.99066,42.419445,,Freeman Street,North Shore Road,Revere,0,1,3.0
4113,node-sstat-400stair-middle,South Station,South Station - Top of stairs for Ashmont/Braintree,,,,,,Boston,3,1,
4114,57,Massachusetts Ave @ Albany St,,-71.073541,42.333825,,Albany Street,Massachusetts Avenue,Boston,0,1,3.0
4115,4528,Western Ave opp Barrett St,,-70.962324,42.465172,,Barrett Street,Western Avenue,Lynn,0,1,3.0
4116,8462,Loomis St @ Hartford St,,-71.277032,42.486395,,Hartford Street,Loomis Street,Bedford,0,1,3.0
4117,15236,Washington St @ Sylvia St,,-71.103092,42.310762,,Sylvia Street,Washington Street,Boston,0,1,3.0
4118,node-mlmnl-crstairs-platform,Malden Center,Malden Center - Top of Commuter Rail platform stairs,-71.074173,42.426615,,,,Malden,3,1,
4119,node-haecl-congfhplatn-platform,Haymarket,Haymarket - Bottom of stairs between mezzanine and Forest Hills platform,,,,,,Boston,3,1,
4120,51618,1182 Washington St @ Balch School,,-71.206644,42.17659,,Austin Street,Washington Street,Norwood,0,1,3.0
4121,7861,Lexington St opp Shopping Plaza,,-71.236188,42.380755,,Ames Street,Lexington Street,Waltham,0,0,3.0
4122,292,W 7th St @ C St,,-71.055242,42.337181,,C Street,West Seventh Street,Boston,0,1,3.0
4123,4852,Humphrey St @ Charlotte Rd,,-70.882669,42.487633,,Leicester Road,Humphrey Street,Marblehead,0,0,3.0
4124,8337,River St opp Turtle Pond Pkwy,,-71.136126,42.246537,,Fairview Avenue,River Street,Boston,0,1,3.0
